Model,R2,RMSE,MAE,CV_R2_Mean,CV_R2_Std,Tuned_R2,Tuned_RMSE,Tuned_MAE,Best_k
KNN Regression,0.9095625468303631,1249.8040121021643,679.4490476190475,0.915041092952752,0.012135977682711881,0.9136191764029288,1221.4520506356127,680.5894557823129,7
