Model,R2,RMSE,MAE,CV_R2_Mean,CV_R2_Std,Tuned_R2,Tuned_RMSE,Tuned_MAE
Random Forest Regression,0.9631669331086452,797.6028434683715,430.2350505952381,0.9559386724071629,0.00572537299182893,0.9617950289065951,812.3210181958157,438.48599404761904
