Model,R2,RMSE,MAE,CV_R2_Mean,CV_R2_Std,Tuned_R2,Tuned_RMSE,Tuned_MAE
Gradient Boosting Regression,0.9609589150366682,821.1617127452329,454.6823672792746,0.9592711033970813,0.005728341724516262,0.9662987309606819,762.9408697274123,416.49280450810886
