Model,R2,RMSE,MAE,CV_R2_Mean,CV_R2_Std,Tuned_R2,Tuned_RMSE,Tuned_MAE
Support Vector Regression,-0.08973910879126912,4338.394304957834,2670.464439299138,-0.09070465745256087,0.014620702989907862,0.9148031880139414,1213.0520182198698,624.4021444764227
